Project,Location,Grid,Waypoint,Site,Frame,Time,Period,Ptime,OpCode,Reader,Family,Genus,Species,Species_sp,Full_name,Common_name,Code,MaxN,Has_fed,Frame_in,Frame_out,Start,End,Duration,Movie,Lat,Lon
NERP 2012,Oceanic Shoals,1,WP1,1,25661,17.1073,3H,15.24,WP1,Lloyd,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018039,1,No,1765,71097,1.18,47.4,46.22,47.4,-12.149789,127.454383
NERP 2012,Oceanic Shoals,1,WP2,2,258244,172.1627,3H,167.4953,WP2,Lloyd,Carangidae,,sp1,sp,Carangidae sp,Jacks and trevallies,,1,No,4539,303387,3.03,202.26,199.23,202.25,-12.147897,127.430234
NERP 2012,Oceanic Shoals,1,WP2,2,240397,160.2647,3H,155.5973,WP2,Lloyd,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,7,No,4539,303387,3.03,202.26,199.23,202.25,-12.147897,127.430234
NERP 2012,Oceanic Shoals,1,WP2,2,213687,142.458,3H,137.7907,WP2,Lloyd,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,2,No,4539,303387,3.03,202.26,199.23,202.25,-12.147897,127.430234
NERP 2012,Oceanic Shoals,1,WP3,3,105912,70.608,3H,68.9407,WP3,Lloyd,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,2,No,1133,303642,0.76,202.43,201.67,202.43,-12.155176,127.415542
NERP 2012,Oceanic Shoals,1,WP4,4,227127,151.418,3H,148.4173,WP4,Lloyd,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,61,No,3631,306102,2.42,204.07,201.65,204.07,-12.161122,127.40149
NERP 2012,Oceanic Shoals,1,WP4,4,220935,147.29,3H,144.2893,WP4,Lloyd,Carangidae,Seriolina,nigrofasciata,,Seriolina nigrofasciata,Blackbanded trevally,37337014,1,No,3631,306102,2.42,204.07,201.65,204.07,-12.161122,127.40149
NERP 2012,Oceanic Shoals,1,WP5,5,246886,164.5907,3H,160.5307,WP5,Lloyd,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,6,No,2224,298427,1.48,198.95,197.47,198.95,-12.162535,127.388566
NERP 2012,Oceanic Shoals,1,WP5,5,248049,165.366,3H,161.306,WP5,Lloyd,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018039,1,No,2224,298427,1.48,198.95,197.47,198.95,-12.162535,127.388566
NERP 2012,Oceanic Shoals,1,WP5,5,190522,127.0147,3H,122.9547,WP5,Lloyd,Scombridae,Acanthocybium,solandri,,Acanthocybium solandri,Wahoo,37441024,1,No,2224,298427,1.48,198.95,197.47,198.95,-12.162535,127.388566
NERP 2012,Oceanic Shoals,1,WP6,6,225847,150.5647,3H,148.9073,WP6,Luciana,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,8,No,1576,298402,1.05,198.93,197.88,198.93,-12.180146,127.395647
NERP 2012,Oceanic Shoals,1,WP6,6,178503,119.002,3H,117.3447,WP6,Luciana,Carcharhinidae,Carcharhinus,leucas,,Carcharhinus leucas,Bull shark,37018021,1,No,1576,298402,1.05,198.93,197.88,198.93,-12.180146,127.395647
NERP 2012,Oceanic Shoals,1,WP6,6,214573,143.0487,3H,141.3913,WP6,Luciana,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018039,1,No,1576,298402,1.05,198.93,197.88,198.93,-12.180146,127.395647
NERP 2012,Oceanic Shoals,1,WP6,6,209513,139.6753,3H,138.018,WP6,Luciana,Echeneidae,Echeneis,naucrates,,Echeneis naucrates,Sharksucker,37336001,3,No,1576,298402,1.05,198.93,197.88,198.93,-12.180146,127.395647
NERP 2012,Oceanic Shoals,1,WP7,7,156174,104.116,3H,103.1573,WP7,Luciana,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,1,No,721,296421,0.48,197.61,197.13,197.62,-12.174866,127.404062
NERP 2012,Oceanic Shoals,1,WP7,7,104508,69.672,3H,68.7133,WP7,Luciana,Carangidae,Seriolina,nigrofasciata,,Seriolina nigrofasciata,Blackbanded trevally,37337014,1,No,721,296421,0.48,197.61,197.13,197.62,-12.174866,127.404062
NERP 2012,Oceanic Shoals,1,WP7,7,107565,71.71,3H,70.7513,WP7,Luciana,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018039,1,No,721,296421,0.48,197.61,197.13,197.62,-12.174866,127.404062
NERP 2012,Oceanic Shoals,1,WP8,8,252100,168.0667,3H,160.9567,WP8,Fernando,Echeneidae,Echeneis,naucrates,,Echeneis naucrates,Sharksucker,37336001,1,No,10073,299651,6.72,199.77,193.05,199.77,-12.185807,127.429699
NERP 2012,Oceanic Shoals,1,WP8,8,252168,168.112,3H,161.002,WP8,Fernando,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,4,Yes,10073,299651,6.72,199.77,193.05,199.77,-12.185807,127.429699
NERP 2012,Oceanic Shoals,1,WP9,9,204435,136.29,3H,132.956,WP9,Lloyd,Carangidae,Carangoides,armatus,,Carangoides armatus,Longfin trevally,99123,1,No,2634,307617,1.76,205.08,203.32,205.08,-12.184548,127.449794
NERP 2012,Oceanic Shoals,1,WP9,9,167421,111.614,3H,108.28,WP9,Lloyd,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,,1,No,2634,307617,1.76,205.08,203.32,205.08,-12.184548,127.449794
NERP 2012,Oceanic Shoals,1,WP9,9,100122,66.748,3H,63.414,WP9,Lloyd,Carcharhinidae,Carcharhinus,sp1,sp,Carcharhinus sp,Requiem sharks,,1,No,2634,307617,1.76,205.08,203.32,205.08,-12.184548,127.449794
NERP 2012,Oceanic Shoals,1,WP9,9,97480,64.9867,3H,61.6527,WP9,Lloyd,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,,4,No,2634,307617,1.76,205.08,203.32,205.08,-12.184548,127.449794
NERP 2012,Oceanic Shoals,1,WP10,10,242174,161.4493,3H,158.782,WP10,Lloyd,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,5,No,2664,296232,1.78,197.49,195.71,197.48,-12.166577,127.454746
NERP 2012,Oceanic Shoals,1,WP10,10,242102,161.4013,3H,158.734,WP10,Lloyd,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018039,2,No,2664,296232,1.78,197.49,195.71,197.48,-12.166577,127.454746
NERP 2012,Oceanic Shoals,1,WP11,11,28045,18.6967,3H,17.0293,WP11,Lloyd,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,1,No,709,272501,0.47,181.67,181.19,202.37,-12.141384,127.395014
NERP 2012,Oceanic Shoals,1,WP11,11,135979,90.6527,3H,88.9853,WP11,Lloyd,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,6,No,709,272501,0.47,181.67,181.19,202.37,-12.141384,127.395014
NERP 2012,Oceanic Shoals,1,WP12,12,110549,73.6993,3H,71.2573,WP12,Lloyd,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,2,No,2942,328106,1.96,218.74,216.78,218.73,-12.144639,127.403274
NERP 2012,Oceanic Shoals,1,WP12,12,252628,168.4187,3H,165.9767,WP12,Lloyd,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018039,1,No,2942,328106,1.96,218.74,216.78,218.73,-12.144639,127.403274
NERP 2012,Oceanic Shoals,1,WP12,12,32253,21.502,3H,19.06,WP12,Lloyd,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,1,No,2942,328106,1.96,218.74,216.78,218.73,-12.144639,127.403274
NERP 2012,Oceanic Shoals,1,WP13,13,290915,193.9433,3H+,NA,WP13,Lloyd,Carcharhinidae,Carcharhinus,sp1,sp,Carcharhinus sp,Requiem sharks,,1,No,531,291817,0.35,194.54,194.19,194.55,-12.135478,127.414274
NERP 2012,Oceanic Shoals,1,WP14,14,283314,188.876,3H+,NA,WP14,Luciana,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,2,No,3552,297056,2.37,198.04,195.67,198.03,-12.123596,127.415278
NERP 2012,Oceanic Shoals,1,WP15,15,182726,121.8173,3H,118.4833,WP15,Luciana,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,2,No,3640,310946,2.43,207.3,204.87,207.3,-12.134765,127.432298
NERP 2012,Oceanic Shoals,1,WP15,15,146084,97.3893,3H,94.0553,WP15,Luciana,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018013,1,No,3640,310946,2.43,207.3,204.87,207.3,-12.134765,127.432298
NERP 2012,Oceanic Shoals,1,WP16,16,234472,156.3147,3H,153.6473,WP16,Luciana,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,4,No,2493,288456,1.66,192.3,190.64,192.3,-12.134282,127.441289
NERP 2012,Oceanic Shoals,1,WP16,16,245576,163.7173,3H,161.05,WP16,Luciana,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018039,2,No,2493,288456,1.66,192.3,190.64,192.3,-12.134282,127.441289
NERP 2012,Oceanic Shoals,1,WP16,16,167698,111.7987,3H,109.1313,WP16,Luciana,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,2,No,2493,288456,1.66,192.3,190.64,192.3,-12.134282,127.441289
NERP 2012,Oceanic Shoals,1,WP16,16,180163,120.1087,3H,117.4413,WP16,Luciana,Scombridae,Scomberomorus,commerson/semifasciatus,,Scomberomorus commerson/semifasciatus,Narrow/broad-barred Spanish mackerel,37441007,1,No,2493,288456,1.66,192.3,190.64,192.3,-12.134282,127.441289
NERP 2012,Oceanic Shoals,1,WP17,17,307187,204.7913,3H+,NA,WP17,Fernando,Carangidae,Atule,mate,,Atule mate,Yellowtail scad,37337024,3,No,2295,313090,1.53,208.73,207.2,208.73,-12.130489,127.447584
NERP 2012,Oceanic Shoals,1,WP17,17,243920,162.6133,3H,160.68,WP17,Fernando,Carangidae,Carangoides,armatus,,Carangoides armatus,Longfin trevally,99123,1,No,2295,313090,1.53,208.73,207.2,208.73,-12.130489,127.447584
NERP 2012,Oceanic Shoals,1,WP17,17,10948,7.2987,3H,5.3653,WP17,Fernando,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,3,No,2295,313090,1.53,208.73,207.2,208.73,-12.130489,127.447584
NERP 2012,Oceanic Shoals,1,WP17,17,243834,162.556,3H,160.6227,WP17,Fernando,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,,38,Yes,2295,313090,1.53,208.73,207.2,208.73,-12.130489,127.447584
NERP 2012,Oceanic Shoals,1,WP17,17,40215,26.81,3H,24.8767,WP17,Fernando,Scombridae,Scomberomorus,commerson/semifasciatus,,Scomberomorus commerson/semifasciatus,Narrow/broad-barred Spanish mackerel,,1,No,2295,313090,1.53,208.73,207.2,208.73,-12.130489,127.447584
NERP 2012,Oceanic Shoals,1,WP18,18,268019,178.6793,3H,176.2667,WP18,Fernando,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,43,No,3052,306746,2.03,204.5,202.46,204.5,-12.118778,127.435058
NERP 2012,Oceanic Shoals,1,WP20,20,242241,161.494,3H,157.6967,WP20,Phil,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,11,No,5093,307466,3.4,204.98,201.58,204.98,-12.101625,127.45395
NERP 2012,Oceanic Shoals,1,WP20,20,31156,20.7707,3H,16.9733,WP20,Phil,Carcharhinidae,Carcharhinus,amboinensis,,Carcharhinus amboinensis,Pigeye shark,37018026,1,No,5093,307466,3.4,204.98,201.58,204.98,-12.101625,127.45395
NERP 2012,Oceanic Shoals,1,WP20,20,272850,181.9,3H,178.1027,WP20,Phil,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,2,No,5093,307466,3.4,204.98,201.58,204.98,-12.101625,127.45395
NERP 2012,Oceanic Shoals,1,WP21,21,46141,30.7607,3H,29.186,WP21,Lloyd,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,4,No,607,294022,0.4,196.01,195.61,196.02,-12.064712,127.39885
NERP 2012,Oceanic Shoals,1,WP22,22,135819,90.546,3H,87.0813,WP22,Phil,Carangidae,,sp2,sp,Carangidae sp,Jacks and trevallies,,1,No,4451,305247,2.97,203.5,200.53,203.5,-12.073351,127.403944
NERP 2012,Oceanic Shoals,1,WP22,22,120463,80.3087,3H,76.844,WP22,Phil,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,80,No,4451,305247,2.97,203.5,200.53,203.5,-12.073351,127.403944
NERP 2012,Oceanic Shoals,1,WP22,22,178337,118.8913,3H,115.4267,WP22,Phil,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018039,1,No,4451,305247,2.97,203.5,200.53,203.5,-12.073351,127.403944
NERP 2012,Oceanic Shoals,1,WP22,22,118564,79.0427,3H,75.578,WP22,Phil,Carcharhinidae,Galeocerdo,cuvier,,Galeocerdo cuvier,Tiger shark,37018022,1,No,4451,305247,2.97,203.5,200.53,203.5,-12.073351,127.403944
NERP 2012,Oceanic Shoals,1,WP22,22,118908,79.272,3H,75.8073,WP22,Phil,Echeneidae,Echeneis,naucrates,,Echeneis naucrates,Sharksucker,37336001,1,No,4451,305247,2.97,203.5,200.53,203.5,-12.073351,127.403944
NERP 2012,Oceanic Shoals,1,WP22,22,269728,179.8187,3H,176.354,WP22,Phil,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,1,No,4451,305247,2.97,203.5,200.53,203.5,-12.073351,127.403944
NERP 2012,Oceanic Shoals,1,WP23,23,301474,200.9827,3H+,NA,WP23,Luciana,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,8,No,937,310752,0.62,207.17,206.54,207.17,-12.066928,127.415895
NERP 2012,Oceanic Shoals,1,WP23,23,296085,197.39,3H+,NA,WP23,Luciana,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018039,2,No,937,310752,0.62,207.17,206.54,207.17,-12.066928,127.415895
NERP 2012,Oceanic Shoals,1,WP24,24,156736,104.4907,3H,99.49,WP24,Luciana,Carangidae,Seriolina,nigrofasciata,,Seriolina nigrofasciata,Blackbanded trevally,37337014,1,No,6045,301602,4.03,201.07,197.04,201.07,-12.072192,127.431533
NERP 2012,Oceanic Shoals,1,WP24,24,255204,170.136,3H,165.1353,WP24,Luciana,Scombridae,Scomberomorus,commerson/semifasciatus,,Scomberomorus commerson/semifasciatus,Narrow/broad-barred Spanish mackerel,37441007,1,No,6045,301602,4.03,201.07,197.04,201.07,-12.072192,127.431533
NERP 2012,Oceanic Shoals,1,WP25,25,254075,169.3833,3H,165.3827,WP25,Luciana,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,12,No,4513,298992,3.01,199.33,196.32,199.33,-12.0655,127.452946
NERP 2012,Oceanic Shoals,1,WP25,25,289395,192.93,3H+,NA,WP25,Luciana,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018039,1,No,4513,298992,3.01,199.33,196.32,199.33,-12.0655,127.452946
NERP 2012,Oceanic Shoals,1,WP25,25,42689,28.4593,3H,24.4587,WP25,Luciana,Scombridae,Scomberomorus,commerson/semifasciatus,,Scomberomorus commerson/semifasciatus,Narrow/broad-barred Spanish mackerel,37441007,1,No,4513,298992,3.01,199.33,196.32,199.33,-12.0655,127.452946
NERP 2012,Oceanic Shoals,1,WP26,26,257861,171.9073,3H,167.724,WP26,Lloyd,Carangidae,Caranx,ignobilis,,Caranx ignobilis,Giant trevally,37337027,1,No,5671,312103,3.78,208.07,204.29,208.07,-12.078969,127.445217
NERP 2012,Oceanic Shoals,1,WP26,26,37734,25.156,3H,20.9727,WP26,Lloyd,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,5,No,5671,312103,3.78,208.07,204.29,208.07,-12.078969,127.445217
NERP 2012,Oceanic Shoals,1,WP26,26,266150,177.4333,3H,173.25,WP26,Lloyd,Carangidae,Elagatis,bipinnulata,,Elagatis bipinnulata,Rainbow runner,37337029,8,No,5671,312103,3.78,208.07,204.29,208.07,-12.078969,127.445217
NERP 2012,Oceanic Shoals,1,WP26,26,240107,160.0713,3H,155.888,WP26,Lloyd,Carcharhinidae,Carcharhinus,falciformis,,Carcharhinus falciformis,Silky shark,37018008,2,No,5671,312103,3.78,208.07,204.29,208.07,-12.078969,127.445217
NERP 2012,Oceanic Shoals,1,WP26,26,118375,78.9167,3H,74.7333,WP26,Lloyd,Scombridae,Scomberomorus,commerson/semifasciatus,,Scomberomorus commerson/semifasciatus,Narrow/broad-barred Spanish mackerel,37441007,2,No,5671,312103,3.78,208.07,204.29,208.07,-12.078969,127.445217
NERP 2012,Oceanic Shoals,1,WP27,27,238135,158.7567,3H,156.8813,WP27,Lloyd,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018013,1,No,2113,305921,1.41,203.95,202.54,203.93,-12.086625,127.437466
NERP 2012,Oceanic Shoals,1,WP27,27,238472,158.9813,3H,157.106,WP27,Lloyd,Echeneidae,Echeneis,naucrates,,Echeneis naucrates,Sharksucker,37336001,1,No,2113,305921,1.41,203.95,202.54,203.93,-12.086625,127.437466
NERP 2012,Oceanic Shoals,1,WP28,28,131744,87.8293,3H,83.5473,WP28,Lloyd,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,6,No,5871,300776,3.91,200.52,196.6,200.52,-12.086187,127.41665
NERP 2012,Oceanic Shoals,1,WP29,29,302247,201.498,3H+,NA,WP29,Luciana,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,9,No,1489,322501,0.99,215,214.01,215,-12.094384,127.404838
NERP 2012,Oceanic Shoals,1,WP29,29,76780,51.1867,3H,49.5193,WP29,Luciana,Hydrophiidae,,sp1,sp,Hydrophiidae sp,Sea snakes,,1,No,1489,322501,0.99,215,214.01,215,-12.094384,127.404838
NERP 2012,Oceanic Shoals,1,WP29,29,143531,95.6873,3H,94.02,WP29,Luciana,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,3,No,1489,322501,0.99,215,214.01,215,-12.094384,127.404838
NERP 2012,Oceanic Shoals,1,WP30,30,174606,116.404,3H,112.4033,WP30,Lloyd,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,3,No,4346,302448,2.9,201.63,198.73,201.63,-12.095477,127.387234
NERP 2012,Oceanic Shoals,1,WP30,30,265490,176.9933,3H,172.9927,WP30,Lloyd,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018039,1,No,4346,302448,2.9,201.63,198.73,201.63,-12.095477,127.387234
NERP 2012,Oceanic Shoals,1,WP30,30,174636,116.424,3H,112.4233,WP30,Lloyd,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,1,No,4346,302448,2.9,201.63,198.73,201.63,-12.095477,127.387234
NERP 2012,Oceanic Shoals,1,WP31,31,289353,192.902,3H+,NA,WP31,Lloyd,Carangidae,,sp2,sp,Carangidae sp,Jacks and trevallies,,1,No,6991,307917,4.66,205.28,200.62,205.27,-12.219738,127.445019
NERP 2012,Oceanic Shoals,1,WP31,31,296206,197.4707,3H+,NA,WP31,Lloyd,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,41,No,6991,307917,4.66,205.28,200.62,205.27,-12.219738,127.445019
NERP 2012,Oceanic Shoals,1,WP31,31,187725,125.15,3H,120.15,WP31,Lloyd,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018039,1,No,6991,307917,4.66,205.28,200.62,205.27,-12.219738,127.445019
NERP 2012,Oceanic Shoals,1,WP31,31,168307,112.2047,3H,107.2047,WP31,Lloyd,Carcharhinidae,Carcharhinus,sp1,sp,Carcharhinus sp,Requiem sharks,,1,No,6991,307917,4.66,205.28,200.62,205.27,-12.219738,127.445019
NERP 2012,Oceanic Shoals,1,WP31,31,187725,125.15,3H,120.15,WP31,Lloyd,Echeneidae,Echeneis,naucrates,,Echeneis naucrates,Sharksucker,37336001,1,No,6991,307917,4.66,205.28,200.62,205.27,-12.219738,127.445019
NERP 2012,Oceanic Shoals,1,WP32,32,250683,167.122,3H,163.1087,WP32,Lloyd,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,27,No,5204,296892,3.47,197.93,194.46,197.93,-12.20101,127.452911
NERP 2012,Oceanic Shoals,1,WP32,32,20766,13.844,3H,9.8307,WP32,Lloyd,Carcharhinidae,Galeocerdo,cuvier,,Galeocerdo cuvier,Tiger shark,37018022,1,No,5204,296892,3.47,197.93,194.46,197.93,-12.20101,127.452911
NERP 2012,Oceanic Shoals,1,WP33,33,59765,39.8433,3H,35.8427,WP33,Lloyd,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,35,No,2713,297747,1.81,198.5,196.69,198.5,-12.193518,127.442201
NERP 2012,Oceanic Shoals,1,WP33,33,12735,8.49,3H,4.4893,WP33,Lloyd,Carcharhinidae,Carcharhinus,sp1,sp,Carcharhinus sp,Requiem sharks,,1,No,2713,297747,1.81,198.5,196.69,198.5,-12.193518,127.442201
NERP 2012,Oceanic Shoals,1,WP34,34,169530,113.02,3H,108.686,WP34,Lloyd,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,8,No,3866,307497,2.58,205,202.42,205,-12.200173,127.42015
NERP 2012,Oceanic Shoals,1,WP34,34,75430,50.2867,3H,45.9527,WP34,Lloyd,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018039,1,No,3866,307497,2.58,205,202.42,205,-12.200173,127.42015
NERP 2012,Oceanic Shoals,1,WP34,34,56403,37.602,3H,33.268,WP34,Lloyd,Echeneidae,Echeneis,naucrates,,Echeneis naucrates,Sharksucker,37336001,1,No,3866,307497,2.58,205,202.42,205,-12.200173,127.42015
NERP 2012,Oceanic Shoals,1,WP34,34,30881,20.5873,3H,16.2533,WP34,Lloyd,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,9,No,3866,307497,2.58,205,202.42,205,-12.200173,127.42015
NERP 2012,Oceanic Shoals,1,WP34,34,47491,31.6607,3H,27.3267,WP34,Lloyd,Sphyrnidae,Sphyrna,lewini,,Sphyrna lewini,Scalloped hammerhead,37019001,1,No,3866,307497,2.58,205,202.42,205,-12.200173,127.42015
NERP 2012,Oceanic Shoals,1,WP35,35,277037,184.6913,3H+,NA,WP35,Lloyd,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,14,No,4218,310003,2.81,206.67,203.86,206.67,-12.184999,127.41433
